variable,description,unit,dimensions,code_variable,in_history,in_analysis,in_daily,in_monthly,in_diurnal,in_yearly,in_tower,glob_id,info_string
FMEAN_QRUNOFF_PA,Sub-daily mean - Surface runoff,W/m2,npatches,csite%fmean_qrunoff,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,FMEAN_QRUNOFF_PA           :31://trim(fast_keys)
DMEAN_A_DECOMP_PA,Daily mean - Decomposition scale (aboveground),NA,npatches,csite%dmean_a_decomp,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_A_DECOMP_PA          :31://trim(dail_keys)
DMEAN_B_DECOMP_PA,Daily mean - Decomposition scale (belowground),NA,npatches,csite%dmean_b_decomp,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_B_DECOMP_PA          :31://trim(dail_keys)
DMEAN_AF_DECOMP_PA,Daily mean - AG Decomposition scale with N immobilisation,NA,npatches,csite%dmean_af_decomp,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_AF_DECOMP_PA         :31://trim(dail_keys)
DMEAN_BF_DECOMP_PA,Daily mean - BG Decomposition scale with N immobilisation,NA,npatches,csite%dmean_bf_decomp,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_BF_DECOMP_PA         :31://trim(dail_keys)
DMEAN_CO2_RESIDUAL_PA,Daily mean - Budget check - CO2 residual,umol/m2,npatches,csite%dmean_co2_residual,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CO2_RESIDUAL_PA      :31://trim(dail_keys)
DMEAN_ENERGY_RESIDUAL_PA,Daily mean - Budget check - Enthalpy residual,J/m2,npatches,csite%dmean_energy_residual,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_ENERGY_RESIDUAL_PA   :31://trim(dail_keys)
DMEAN_WATER_RESIDUAL_PA,Daily mean - Budget check - Water residual,kg/m2,npatches,csite%dmean_water_residual,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_WATER_RESIDUAL_PA    :31://trim(dail_keys)
DMEAN_RH_PA,Daily mean - Heterotrophic respiration,kg/m2/yr,npatches,csite%dmean_rh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_RH_PA                :31://trim(dail_keys)
DMEAN_FGC_RH_PA,Daily mean - Fast ground carbon (litter) respiration,kg/m2/yr,npatches,csite%dmean_fgc_rh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_FGC_RH_PA            :31://trim(dail_keys)
DMEAN_FSC_RH_PA,Daily mean - Fast soil carbon (litter) respiration,kg/m2/yr,npatches,csite%dmean_fsc_rh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_FSC_RH_PA            :31://trim(dail_keys)
DMEAN_STGC_RH_PA,Daily mean - Struct. ground carbon (w.debr.) respiration,kg/m2/yr,npatches,csite%dmean_stgc_rh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_STGC_RH_PA           :31://trim(dail_keys)
DMEAN_STSC_RH_PA,Daily mean - Struct. soil carbon (w.debr.) respiration,kg/m2/yr,npatches,csite%dmean_stsc_rh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_STSC_RH_PA           :31://trim(dail_keys)
DMEAN_MSC_RH_PA,Daily mean - Microbial soil carbon respiration,kg/m2/yr,npatches,csite%dmean_msc_rh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_MSC_RH_PA            :31://trim(dail_keys)
DMEAN_SSC_RH_PA,Daily mean - Slow (humified) soil carbon respiration,kg/m2/yr,npatches,csite%dmean_ssc_rh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SSC_RH_PA            :31://trim(dail_keys)
DMEAN_PSC_RH_PA,Daily mean - Passive soil carbon respiration,kg/m2/yr,npatches,csite%dmean_psc_rh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_PSC_RH_PA            :31://trim(dail_keys)
DMEAN_NEP_PA,Daily mean - Net Ecosystem productivity,kg/m2/yr,npatches,csite%dmean_nep,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_NEP_PA               :31://trim(dail_keys)
DMEAN_RK4STEP_PA,Daily mean - RK4 time step,s,npatches,csite%dmean_rk4step,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_RK4STEP_PA           :31://trim(dail_keys)
DMEAN_AVAILABLE_WATER_PA,Daily mean - Available water,kg/m2,npatches,csite%dmean_available_water,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_AVAILABLE_WATER_PA   :31://trim(dail_keys)
DMEAN_VEG_DISPLACE_PA,Daily mean - Vegetation displacement height,m,npatches,csite%dmean_veg_displace,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_VEG_DISPLACE_PA      :31://trim(dail_keys)
DMEAN_ROUGH_PA,Daily mean - Roughness height,m,npatches,csite%dmean_rough,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_ROUGH_PA         :31://trim(dail_keys)
DMEAN_CAN_THEIV_PA,Daily mean - Ice-vapour equiv. pot. temperature - CAS,K,npatches,csite%dmean_can_theiv,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CAN_THEIV_PA         :31://trim(dail_keys)
DMEAN_CAN_THETA_PA,Daily mean - Potential temperature - CAS,K,npatches,csite%dmean_can_theta,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CAN_THETA_PA         :31://trim(dail_keys)
DMEAN_CAN_VPDEF_PA,Daily mean - Vapour pressure deficit - CAS,Pa,npatches,csite%dmean_can_vpdef,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CAN_VPDEF_PA         :31://trim(dail_keys)
DMEAN_CAN_TEMP_PA,Daily mean - Temperature - CAS,K,npatches,csite%dmean_can_temp,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CAN_TEMP_PA          :31://trim(dail_keys)
DMEAN_CAN_SHV_PA,Daily mean - Specific humidity - CAS,kg/kg,npatches,csite%dmean_can_shv,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CAN_SHV_PA           :31://trim(dail_keys)
DMEAN_CAN_CO2_PA,Daily mean - CO2 mixing ratio - CAS,umol/mol,npatches,csite%dmean_can_co2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CAN_CO2_PA           :31://trim(dail_keys)
DMEAN_CAN_RHOS_PA,Daily mean - Air density - CAS,kg/m3,npatches,csite%dmean_can_rhos,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CAN_RHOS_PA          :31://trim(dail_keys)
DMEAN_CAN_DMOL_PA,Daily mean - Dry-air molar density - CAS,mol/m3,npatches,csite%dmean_can_dmol,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CAN_DMOL_PA          :31://trim(dail_keys)
DMEAN_CAN_PRSS_PA,Daily mean - Pressure - CAS,Pa,npatches,csite%dmean_can_prss,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CAN_PRSS_PA          :31://trim(dail_keys)
DMEAN_GND_TEMP_PA,Daily mean - Ground temperature,K,npatches,csite%dmean_gnd_temp,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_GND_TEMP_PA          :31://trim(dail_keys)
DMEAN_GND_SHV_PA,Daily mean - Ground specific humidity,kg/kg,npatches,csite%dmean_gnd_shv,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_GND_SHV_PA           :31://trim(dail_keys)
DMEAN_CAN_GGND_PA,Daily mean - Net canopy conductance,m/2,npatches,csite%dmean_can_ggnd,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CAN_GGND_PA          :31://trim(dail_keys)
DMEAN_SFCW_DEPTH_PA,Daily mean - Depth - temporary water layer,m,npatches,csite%dmean_sfcw_depth,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SFCW_DEPTH_PA        :31://trim(dail_keys)
DMEAN_SFCW_ENERGY_PA,Daily mean - Internal energy - temporary water layer,J/kg,npatches,csite%dmean_sfcw_energy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SFCW_ENERGY_PA       :31://trim(dail_keys)
DMEAN_SFCW_MASS_PA,Daily mean - Water mass - temporary water layer,kg/m2,npatches,csite%dmean_sfcw_mass,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SFCW_MASS_PA         :31://trim(dail_keys)
DMEAN_SFCW_TEMP_PA,Daily mean - Temperature - temporary water layer,K,npatches,csite%dmean_sfcw_temp,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SFCW_TEMP_PA         :31://trim(dail_keys)
DMEAN_SFCW_FLIQ_PA,Daily mean - Liquid fraction - temporary water layer,NA,npatches,csite%dmean_sfcw_fliq,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SFCW_FLIQ_PA         :31://trim(dail_keys)
DMEAN_RSHORT_GND_PA,Daily mean - Shortwave radiation absorbed by ground,W/m2,npatches,csite%dmean_rshort_gnd,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_RSHORT_GND_PA        :31://trim(dail_keys)
DMEAN_PAR_GND_PA,Daily mean - PAR absorbed by ground,W/m2,npatches,csite%dmean_par_gnd,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_PAR_GND_PA           :31://trim(dail_keys)
DMEAN_RLONG_GND_PA,Daily mean - Longwave radiation absorbed by ground,W/m2,npatches,csite%dmean_rlong_gnd,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_RLONG_GND_PA         :31://trim(dail_keys)
DMEAN_RLONGUP_PA,Daily mean - Outgoing longwave radiation,W/m2,npatches,csite%dmean_rlongup,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_RLONGUP_PA           :31://trim(dail_keys)
DMEAN_PARUP_PA,Daily mean - Outgoing PAR,W/m2,npatches,csite%dmean_parup,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_PARUP_PA             :31://trim(dail_keys)
DMEAN_NIRUP_PA,Daily mean - Outgoing near infra-red radiation,W/m2,npatches,csite%dmean_nirup,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_NIRUP_PA             :31://trim(dail_keys)
DMEAN_RSHORTUP_PA,Daily mean - Outgoing shortwave radiation,W/m2,npatches,csite%dmean_rshortup,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_RSHORTUP_PA          :31://trim(dail_keys)
DMEAN_RNET_PA,Daily mean - Net radiation at top of canopy,W/m2,npatches,csite%dmean_rnet,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_RNET_PA              :31://trim(dail_keys)
DMEAN_ALBEDO_PA,Daily mean - Albedo,NA,npatches,csite%dmean_albedo,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_ALBEDO_PA            :31://trim(dail_keys)
DMEAN_ALBEDO_PAR_PA,Daily mean - Albedo - direct radiation,NA,npatches,csite%dmean_albedo_par,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_ALBEDO_PAR_PA        :31://trim(dail_keys)
DMEAN_ALBEDO_NIR_PA,Daily mean - Albedo - diffuse radiation,NA,npatches,csite%dmean_albedo_nir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_ALBEDO_NIR_PA        :31://trim(dail_keys)
DMEAN_RLONG_ALBEDO_PA,Daily mean - Kind of albedo - longwave radiation,NA,npatches,csite%dmean_rlong_albedo,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_RLONG_ALBEDO_PA      :31://trim(dail_keys)
DMEAN_USTAR_PA,Daily mean - Friction velocity,m/s,npatches,csite%dmean_ustar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_USTAR_PA             :31://trim(dail_keys)
DMEAN_TSTAR_PA,Daily mean - Gradient scale for potential temperature,K,npatches,csite%dmean_tstar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_TSTAR_PA             :31://trim(dail_keys)
DMEAN_QSTAR_PA,Daily mean - Gradient scale for specific humidity,kg/kg,npatches,csite%dmean_qstar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_QSTAR_PA             :31://trim(dail_keys)
DMEAN_CSTAR_PA,Daily mean - Gradient scale for CO2 mixing ratio,umol/mol,npatches,csite%dmean_cstar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CSTAR_PA             :31://trim(dail_keys)
DMEAN_CARBON_AC_PA,Daily mean - CO2 flux: atmosphere -> CAS,umol/m2/s,npatches,csite%dmean_carbon_ac,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CARBON_AC_PA         :31://trim(dail_keys)
DMEAN_CARBON_ST_PA,Daily mean - CO2 storage at CAS,umol/m2/s,npatches,csite%dmean_carbon_st,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_CARBON_ST_PA         :31://trim(dail_keys)
DMEAN_VAPOR_GC_PA,Daily mean - Water vapour flux: ground -> CAS,kg/m2/s,npatches,csite%dmean_vapor_gc,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_VAPOR_GC_PA          :31://trim(dail_keys)
DMEAN_VAPOR_AC_PA,Daily mean - Water vapour flux: atmosphere -> CAS,kg/m2/s,npatches,csite%dmean_vapor_ac,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_VAPOR_AC_PA          :31://trim(dail_keys)
DMEAN_THROUGHFALL_PA,Daily mean - Throughfall rate,kg/m2/s,npatches,csite%dmean_throughfall,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_THROUGHFALL_PA       :31://trim(dail_keys)
DMEAN_RUNOFF_PA,Daily mean - Water runoff,kg/m2/s,npatches,csite%dmean_runoff,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_RUNOFF_PA            :31://trim(dail_keys)
DMEAN_DRAINAGE_PA,Daily mean - Water drainage,kg/m2/s,npatches,csite%dmean_drainage,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_DRAINAGE_PA          :31://trim(dail_keys)
DMEAN_SENSIBLE_GC_PA,Daily mean - Sensible heat flux: ground -> CAS,W/m2,npatches,csite%dmean_sensible_gc,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SENSIBLE_GC_PA       :31://trim(dail_keys)
DMEAN_SENSIBLE_AC_PA,Daily mean - Sensible heat flux: atmosphere -> CAS,W/m2,npatches,csite%dmean_sensible_ac,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SENSIBLE_AC_PA       :31://trim(dail_keys)
DMEAN_QTHROUGHFALL_PA,Daily mean - Throughfall rate,W/m2,npatches,csite%dmean_qthroughfall,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_QTHROUGHFALL_PA      :31://trim(dail_keys)
DMEAN_QRUNOFF_PA,Daily mean - Surface runoff,W/m2,npatches,csite%dmean_qrunoff,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_QRUNOFF_PA           :31://trim(dail_keys)
DMEAN_QDRAINAGE_PA,Daily mean - Drainage energy loss,W/m2,npatches,csite%dmean_qdrainage,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_QDRAINAGE_PA         :31://trim(dail_keys)
MMEAN_RH_PA,Monthly mean - Heterotrophic respiration,kg/m2/yr,npatches,csite%mmean_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_RH_PA                :31://trim(eorq_keys)
MMEAN_FGC_RH_PA,Monthly mean - Fast ground carbon (litter) respiration,kg/m2/yr,npatches,csite%mmean_fgc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_FGC_RH_PA            :31://trim(eorq_keys)
MMEAN_FSC_RH_PA,Monthly mean - Fast soil carbon (litter) respiration,kg/m2/yr,npatches,csite%mmean_fsc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_FSC_RH_PA            :31://trim(eorq_keys)
MMEAN_STGC_RH_PA,Monthly mean - Struct. ground carbon (w.debr.) respiration,kg/m2/yr,npatches,csite%mmean_stgc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_STGC_RH_PA           :31://trim(eorq_keys)
MMEAN_STSC_RH_PA,Monthly mean - Struct. soil carbon (w.debr.) respiration,kg/m2/yr,npatches,csite%mmean_stsc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_STSC_RH_PA           :31://trim(eorq_keys)
MMEAN_MSC_RH_PA,Monthly mean - Microbial soil carbon respiration,kg/m2/yr,npatches,csite%mmean_msc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_MSC_RH_PA            :31://trim(eorq_keys)
MMEAN_SSC_RH_PA,Monthly mean - Slow (humified) soil carbon respiration,kg/m2/yr,npatches,csite%mmean_ssc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SSC_RH_PA            :31://trim(eorq_keys)
MMEAN_PSC_RH_PA,Monthly mean - Passive soil carbon respiration,kg/m2/yr,npatches,csite%mmean_psc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_PSC_RH_PA            :31://trim(eorq_keys)
MMEAN_NEP_PA,Monthly mean - Net Ecosystem productivity,kg/m2/yr,npatches,csite%mmean_nep,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_NEP_PA               :31://trim(eorq_keys)
MMEAN_RK4STEP_PA,Monthly mean - RK4 time step,s,npatches,csite%mmean_rk4step,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_RK4STEP_PA           :31://trim(eorq_keys)
MMEAN_AVAILABLE_WATER_PA,Monthly mean - Available water,kg/m2,npatches,csite%mmean_available_water,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_AVAILABLE_WATER_PA   :31://trim(eorq_keys)
MMEAN_VEG_DISPLACE_PA,Monthly mean - Vegetation displacement height,m,npatches,csite%mmean_veg_displace,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_VEG_DISPLACE_PA      :31://trim(eorq_keys)
MMEAN_ROUGH_PA,Monthly mean - Roughness height,m,npatches,csite%mmean_rough,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_ROUGH_PA         :31://trim(eorq_keys)
MMEAN_CAN_THEIV_PA,Monthly mean - Ice-vapour equiv. pot. temperature - CAS,K,npatches,csite%mmean_can_theiv,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_CAN_THEIV_PA         :31://trim(eorq_keys)
MMEAN_CAN_THETA_PA,Monthly mean - Potential temperature - CAS,K,npatches,csite%mmean_can_theta,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_CAN_THETA_PA         :31://trim(eorq_keys)
MMEAN_CAN_VPDEF_PA,Monthly mean - Vapour pressure deficit - CAS,Pa,npatches,csite%mmean_can_vpdef,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_CAN_VPDEF_PA         :31://trim(eorq_keys)
MMEAN_CAN_TEMP_PA,Monthly mean - Temperature - CAS,K,npatches,csite%mmean_can_temp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_CAN_TEMP_PA          :31://trim(eorq_keys)
MMEAN_CAN_SHV_PA,Monthly mean - Specific humidity - CAS,kg/kg,npatches,csite%mmean_can_shv,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_CAN_SHV_PA           :31://trim(eorq_keys)
MMEAN_CAN_CO2_PA,Monthly mean - CO2 mixing ratio - CAS,umol/mol,npatches,csite%mmean_can_co2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_CAN_CO2_PA           :31://trim(eorq_keys)
MMEAN_CAN_RHOS_PA,Monthly mean - Air density - CAS,kg/m3,npatches,csite%mmean_can_rhos,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_CAN_RHOS_PA          :31://trim(eorq_keys)
MMEAN_CAN_DMOL_PA,Monthly mean - Dry-air molar density - CAS,mol/m3,npatches,csite%mmean_can_dmol,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_CAN_DMOL_PA          :31://trim(eorq_keys)
MMEAN_CAN_PRSS_PA,Monthly mean - Pressure - CAS,Pa,npatches,csite%mmean_can_prss,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_CAN_PRSS_PA          :31://trim(eorq_keys)
MMEAN_GND_TEMP_PA,Monthly mean - Ground temperature,K,npatches,csite%mmean_gnd_temp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_GND_TEMP_PA          :31://trim(eorq_keys)
MMEAN_GND_SHV_PA,Monthly mean - Ground specific humidity,kg/kg,npatches,csite%mmean_gnd_shv,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_GND_SHV_PA           :31://trim(eorq_keys)
MMEAN_CAN_GGND_PA,Monthly mean - Net canopy conductance,m/2,npatches,csite%mmean_can_ggnd,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_CAN_GGND_PA          :31://trim(eorq_keys)
MMEAN_SFCW_DEPTH_PA,Monthly mean - Depth - temporary water layer,m,npatches,csite%mmean_sfcw_depth,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SFCW_DEPTH_PA        :31://trim(eorq_keys)
MMEAN_SFCW_ENERGY_PA,Monthly mean - Internal energy - temporary water layer,J/kg,npatches,csite%mmean_sfcw_energy,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SFCW_ENERGY_PA       :31://trim(eorq_keys)
MMEAN_SFCW_MASS_PA,Monthly mean - Water mass - temporary water layer,kg/m2,npatches,csite%mmean_sfcw_mass,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SFCW_MASS_PA         :31://trim(eorq_keys)
MMEAN_SFCW_TEMP_PA,Monthly mean - Temperature - temporary water layer,K,npatches,csite%mmean_sfcw_temp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SFCW_TEMP_PA         :31://trim(eorq_keys)
MMEAN_SFCW_FLIQ_PA,Monthly mean - Liquid fraction - temporary water layer,NA,npatches,csite%mmean_sfcw_fliq,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SFCW_FLIQ_PA         :31://trim(eorq_keys)
MMEAN_RSHORT_GND_PA,Monthly mean - Shortwave radiation absorbed by ground,W/m2,npatches,csite%mmean_rshort_gnd,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_RSHORT_GND_PA        :31://trim(eorq_keys)
MMEAN_PAR_GND_PA,Monthly mean - PAR absorbed by ground,W/m2,npatches,csite%mmean_par_gnd,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_PAR_GND_PA           :31://trim(eorq_keys)
MMEAN_RLONG_GND_PA,Monthly mean - Longwave radiation absorbed by ground,W/m2,npatches,csite%mmean_rlong_gnd,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_RLONG_GND_PA         :31://trim(eorq_keys)
MMEAN_RLONGUP_PA,Monthly mean - Outgoing longwave radiation,W/m2,npatches,csite%mmean_rlongup,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_RLONGUP_PA           :31://trim(eorq_keys)
MMEAN_PARUP_PA,Monthly mean - Outgoing PAR,W/m2,npatches,csite%mmean_parup,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_PARUP_PA             :31://trim(eorq_keys)
MMEAN_NIRUP_PA,Monthly mean - Outgoing near infra-red radiation,W/m2,npatches,csite%mmean_nirup,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_NIRUP_PA             :31://trim(eorq_keys)
MMEAN_RSHORTUP_PA,Monthly mean - Outgoing shortwave radiation,W/m2,npatches,csite%mmean_rshortup,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_RSHORTUP_PA          :31://trim(eorq_keys)
MMEAN_RNET_PA,Monthly mean - Net radiation at top of canopy,W/m2,npatches,csite%mmean_rnet,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_RNET_PA              :31://trim(eorq_keys)
MMEAN_ALBEDO_PA,Monthly mean - Albedo,NA,npatches,csite%mmean_albedo,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_ALBEDO_PA            :31://trim(eorq_keys)
